Timestamp,NetworkTech,NetworkMode,Level,Qual,SNR,DL_bitrate,UL_bitrate,State,EVENT,source_file
2024.06.15_09.24.19,--,5G NSA,-97,-11.0,23.0,2532,137,D,PERIODIC,mc9
2024.06.15_09.24.20,--,5G NSA,-97,-11.0,22.0,2498,139,D,PERIODIC,mc9
2024.06.15_09.24.21,--,5G NSA,-105,-11.0,22.0,2590,219,D,PERIODIC,mc9
2024.06.15_09.24.23,--,5G NSA,-109,-11.0,21.0,2685,314,D,PERIODIC,mc9
2024.06.15_09.24.23,--,5G NSA,-101,-11.0,16.0,1620,116,D,PERIODIC,mc9
2024.06.15_09.24.24,--,5G NSA,-101,-11.0,11.0,3532,128,D,PERIODIC,mc9
2024.06.15_09.24.25,--,5G NSA,-101,-11.0,11.0,2469,135,D,PERIODIC,mc9
2024.06.15_09.24.26,--,5G NSA,-99,-11.0,19.0,2554,140,D,PERIODIC,mc9
2024.06.15_09.24.27,--,5G NSA,-99,-11.0,23.0,2489,120,D,PERIODIC,mc9
2024.06.15_09.24.29,--,5G NSA,-94,-11.0,29.0,2534,145,D,PERIODIC,mc9
2024.06.15_09.24.30,--,5G NSA,-96,-11.0,28.0,2489,162,D,PERIODIC,mc9
2024.06.15_09.24.31,--,5G NSA,-91,-11.0,28.0,2498,141,D,PERIODIC,mc9
2024.06.15_09.24.32,--,5G NSA,-87,-11.0,28.0,2507,148,D,PERIODIC,mc9
2024.06.15_09.24.33,--,5G NSA,-88,-11.0,29.0,2510,132,D,PERIODIC,mc9
2024.06.15_09.24.34,--,5G NSA,-88,-11.0,30.0,2497,154,D,PERIODIC,mc9
2024.06.15_09.24.35,--,5G NSA,-84,-11.0,30.0,2496,147,D,PERIODIC,mc9
2024.06.15_09.24.36,--,5G NSA,-82,-11.0,30.0,2497,138,D,PERIODIC,mc9
2024.06.15_09.24.37,--,5G NSA,-82,-11.0,29.0,2515,89,D,PERIODIC,mc9
2024.06.15_09.24.38,--,5G NSA,-82,-11.0,27.0,1860,115,D,PERIODIC,mc9
2024.06.15_09.24.39,--,5G NSA,-88,-11.0,30.0,7,16,D,PERIODIC,mc9
2024.06.15_09.24.40,--,5G NSA,-93,-11.0,30.0,7,9,D,PERIODIC,mc9
2024.06.15_09.24.41,--,5G NSA,-89,-11.0,30.0,25,18,D,PERIODIC,mc9
2024.06.15_09.24.42,--,5G NSA,-89,-11.0,30.0,4,17,D,PERIODIC,mc9
2024.06.15_09.24.43,--,5G NSA,-90,-11.0,29.0,1862,68,D,PERIODIC,mc9
2024.06.15_09.24.44,--,5G NSA,-90,-11.0,27.0,3677,86,D,PERIODIC,mc9
2024.06.15_09.24.45,--,5G NSA,-91,-11.0,27.0,712,15,D,PERIODIC,mc9
2024.06.15_09.24.46,--,5G NSA,-98,-11.0,26.0,3208,46,D,PERIODIC,mc9
2024.06.15_09.24.47,--,5G NSA,-94,-11.0,26.0,4,6,D,PERIODIC,mc9
2024.06.15_09.24.48,--,5G NSA,-92,-11.0,28.0,4,6,D,PERIODIC,mc9
2024.06.15_09.24.49,--,5G NSA,-94,-11.0,28.0,1407,30,D,PERIODIC,mc9
2024.06.15_09.24.50,--,5G NSA,-96,-11.0,27.0,3991,86,D,PERIODIC,mc9
2024.06.15_09.24.51,--,5G NSA,-90,-11.0,26.0,2498,141,D,PERIODIC,mc9
2024.06.15_09.24.52,--,5G NSA,-94,-11.0,27.0,2518,147,D,PERIODIC,mc9
2024.06.15_09.24.53,--,5G NSA,-92,-11.0,25.0,2503,161,D,PERIODIC,mc9
2024.06.15_09.24.54,--,5G NSA,-94,-11.0,25.0,2502,125,D,PERIODIC,mc9
2024.06.15_09.24.55,--,5G NSA,-89,-11.0,26.0,2508,143,D,PERIODIC,mc9
2024.06.15_09.24.56,--,5G NSA,-94,-11.0,25.0,2498,144,D,PERIODIC,mc9
2024.06.15_09.24.57,--,5G NSA,-88,-11.0,26.0,2499,152,D,PERIODIC,mc9
2024.06.15_09.24.58,--,5G NSA,-86,-11.0,26.0,2499,137,D,PERIODIC,mc9
2024.06.15_09.24.59,--,5G NSA,-89,-11.0,26.0,2497,148,D,PERIODIC,mc9
2024.06.15_09.25.00,--,5G NSA,-92,-11.0,25.0,1842,155,D,PERIODIC,mc9
2024.06.15_09.25.01,--,5G NSA,-90,-11.0,26.0,3382,201,D,PERIODIC,mc9
2024.06.15_09.25.02,--,5G NSA,-85,-11.0,26.0,559,84,D,PERIODIC,mc9
2024.06.15_09.25.03,--,5G NSA,-97,-11.0,27.0,14,6,D,PERIODIC,mc9
2024.06.15_09.25.04,--,5G NSA,-81,-11.0,27.0,3683,90,D,PERIODIC,mc9
2024.06.15_09.25.05,--,5G NSA,-80,-11.0,27.0,184,11,D,PERIODIC,mc9
2024.06.15_09.25.06,--,5G NSA,-88,-11.0,25.0,6,8,D,PERIODIC,mc9
2024.06.15_09.25.07,--,5G NSA,-83,-11.0,24.0,4,6,D,PERIODIC,mc9
2024.06.15_09.25.08,--,5G NSA,-85,-11.0,24.0,4,7,D,PERIODIC,mc9
2024.06.15_09.25.09,--,5G NSA,-82,-11.0,22.0,4,6,D,PERIODIC,mc9
2024.06.15_09.25.10,--,5G NSA,-89,-11.0,20.0,4,6,D,PERIODIC,mc9
2024.06.15_09.25.11,--,5G NSA,-101,-11.0,19.0,4,6,D,PERIODIC,mc9
2024.06.15_09.25.12,--,5G NSA,-98,-11.0,18.0,4,6,D,PERIODIC,mc9
2024.06.15_09.25.13,--,5G NSA,-90,-11.0,18.0,4,6,D,PERIODIC,mc9
2024.06.15_09.25.14,--,5G NSA,-95,-11.0,15.0,4,7,D,PERIODIC,mc9
2024.06.15_09.25.15,--,5G NSA,-101,-11.0,13.0,4,6,D,PERIODIC,mc9
2024.06.15_09.25.16,--,5G NSA,-103,-11.0,13.0,4,6,D,PERIODIC,mc9
2024.06.15_09.25.17,--,5G NSA,-105,-12.0,14.0,4,6,D,PERIODIC,mc9
2024.06.15_09.25.18,--,5G NSA,-98,-12.0,14.0,4,6,D,PERIODIC,mc9
2024.06.15_09.25.19,--,5G NSA,-106,-12.0,10.0,7,11,D,PERIODIC,mc9
2024.06.15_09.25.20,--,5G NSA,-101,-13.0,6.0,4,5,D,PERIODIC,mc9
2024.06.15_09.25.21,--,5G NSA,-101,-12.0,19.0,4,5,D,PERIODIC,mc9
2024.06.15_09.25.22,--,5G NSA,-110,-15.0,19.0,4,5,D,PERIODIC,mc9
2024.06.15_09.25.23,--,5G NSA,-108,-16.0,24.0,6,28,D,PERIODIC,mc9
2024.06.15_09.25.24,--,5G NSA,-92,-11.0,25.0,4041,67,D,PERIODIC,mc9
2024.06.15_09.25.25,--,5G NSA,-94,-11.0,24.0,4,6,D,PERIODIC,mc9
2024.06.15_09.25.26,--,5G NSA,-94,-11.0,24.0,4,6,D,PERIODIC,mc9
2024.06.15_09.25.27,--,5G NSA,-91,-11.0,22.0,2365,38,D,PERIODIC,mc9
2024.06.15_09.25.28,--,5G NSA,-97,-11.0,24.0,4038,82,D,PERIODIC,mc9
2024.06.15_09.25.29,--,5G NSA,-93,-11.0,23.0,2501,142,D,PERIODIC,mc9
2024.06.15_09.25.30,--,5G NSA,-95,-11.0,21.0,2498,147,D,PERIODIC,mc9
2024.06.15_09.25.31,--,5G NSA,-90,-11.0,28.0,2487,141,D,PERIODIC,mc9
2024.06.15_09.25.32,--,5G NSA,-85,-11.0,28.0,2486,140,D,PERIODIC,mc9
2024.06.15_09.25.33,--,5G NSA,-81,-11.0,30.0,2519,141,D,PERIODIC,mc9
2024.06.15_09.25.34,--,5G NSA,-79,-11.0,29.0,2509,146,D,PERIODIC,mc9
2024.06.15_09.25.35,--,5G NSA,-80,-11.0,30.0,2500,161,D,PERIODIC,mc9
2024.06.15_09.25.36,--,5G NSA,-82,-11.0,30.0,2498,142,D,PERIODIC,mc9
2024.06.15_09.25.37,--,5G NSA,-83,-11.0,30.0,2528,148,D,PERIODIC,mc9
2024.06.15_09.25.38,--,5G NSA,-84,-11.0,30.0,2485,153,D,PERIODIC,mc9
2024.06.15_09.25.39,--,5G NSA,-85,-11.0,30.0,1759,115,D,PERIODIC,mc9
2024.06.15_09.25.40,--,5G NSA,-94,-11.0,30.0,3282,165,D,PERIODIC,mc9
2024.06.15_09.25.41,--,5G NSA,-90,-11.0,30.0,2500,145,D,PERIODIC,mc9
2024.06.15_09.25.42,--,5G NSA,-101,-11.0,30.0,2076,118,D,PERIODIC,mc9
2024.06.15_09.25.43,--,5G NSA,-105,-11.0,27.0,4,8,D,PERIODIC,mc9
2024.06.15_09.25.44,--,5G NSA,-104,-11.0,23.0,13,15,D,PERIODIC,mc9
2024.06.15_09.25.45,--,5G NSA,-97,-11.0,21.0,5,6,D,PERIODIC,mc9
2024.06.15_09.25.46,--,5G NSA,-92,-11.0,21.0,5,6,D,PERIODIC,mc9
2024.06.15_09.25.47,--,5G NSA,-96,-11.0,28.0,2,6,D,PERIODIC,mc9
2024.06.15_09.25.48,--,5G NSA,-99,-11.0,26.0,5,6,D,PERIODIC,mc9
2024.06.15_09.25.49,--,5G NSA,-100,-11.0,23.0,4,6,D,PERIODIC,mc9
2024.06.15_09.25.50,--,5G NSA,-108,-11.0,18.0,4,6,D,PERIODIC,mc9
2024.06.15_09.25.51,--,5G NSA,-97,-11.0,18.0,5,6,D,PERIODIC,mc9
2024.06.15_09.25.52,--,5G NSA,-94,-11.0,16.0,4,5,D,PERIODIC,mc9
2024.06.15_09.25.53,--,5G NSA,-91,-11.0,20.0,7,6,D,PERIODIC,mc9
2024.06.15_09.25.54,--,5G NSA,-93,-11.0,21.0,4,5,D,PERIODIC,mc9
2024.06.15_09.25.55,--,5G NSA,-90,-11.0,21.0,4,5,D,PERIODIC,mc9
2024.06.15_09.25.56,--,5G NSA,-93,-11.0,22.0,1,5,D,PERIODIC,mc9
2024.06.15_09.25.57,--,5G NSA,-94,-11.0,28.0,8,7,D,PERIODIC,mc9
2024.06.15_09.25.58,--,5G NSA,-97,-11.0,27.0,10,7,D,PERIODIC,mc9
2024.06.15_09.25.59,--,5G NSA,-94,-11.0,23.0,29,52,D,PERIODIC,mc9
2024.06.15_09.26.00,--,5G NSA,-103,-11.0,23.0,4,17,D,PERIODIC,mc9
2024.06.15_09.26.01,--,5G NSA,-111,-12.0,19.0,6,8,D,PERIODIC,mc9
2024.06.15_09.26.02,--,5G NSA,-109,-12.0,15.0,8,21,D,PERIODIC,mc9
2024.06.15_09.26.03,--,5G NSA,-106,-12.0,10.0,11,10,D,PERIODIC,mc9
2024.06.15_09.26.04,--,5G NSA,-109,-11.0,7.0,4,6,D,PERIODIC,mc9
2024.06.15_09.26.05,--,5G NSA,-112,-12.0,7.0,4,6,D,PERIODIC,mc9
2024.06.15_09.26.06,--,5G NSA,-106,-12.0,6.0,4,6,D,PERIODIC,mc9
2024.06.15_09.26.07,--,5G NSA,-107,-11.0,5.0,4,7,D,PERIODIC,mc9
2024.06.15_09.26.08,--,5G NSA,-118,-13.0,7.0,2,5,D,PERIODIC,mc9
2024.06.15_09.26.09,--,5G NSA,-115,-13.0,7.0,7,6,D,PERIODIC,mc9
2024.06.15_09.26.10,--,5G NSA,-113,-12.0,7.0,1,5,D,PERIODIC,mc9
2024.06.15_09.26.11,--,5G NSA,-116,-12.0,11.0,2,5,D,PERIODIC,mc9
2024.06.15_09.26.12,--,LTE,-340,-20.0,7.0,8,11,D,PERIODIC,mc9
2024.06.15_09.26.13,--,LTE,-340,-20.0,7.0,6,7,D,PERIODIC,mc9
2024.06.15_09.26.14,--,LTE,-340,-20.0,10.0,7,6,D,PERIODIC,mc9
2024.06.15_09.26.15,--,5G NSA,-96,-11.0,10.0,4,6,D,PERIODIC,mc9
2024.06.15_09.26.16,--,5G NSA,-114,-12.0,12.0,4,6,D,PERIODIC,mc9
2024.06.15_09.26.17,--,5G NSA,-115,-12.0,12.0,4,6,D,PERIODIC,mc9
2024.06.15_09.26.18,--,5G NSA,-113,-12.0,11.0,4,7,D,PERIODIC,mc9
2024.06.15_09.26.19,--,5G NSA,-106,-11.0,11.0,4,6,D,PERIODIC,mc9
2024.06.15_09.26.20,--,5G NSA,-119,-13.0,11.0,1,5,D,PERIODIC,mc9
2024.06.15_09.26.21,--,5G NSA,-114,-13.0,7.0,7,6,D,PERIODIC,mc9
2024.06.15_09.26.22,--,5G NSA,-114,-12.0,7.0,4,6,D,PERIODIC,mc9
2024.06.15_09.26.23,--,5G NSA,-116,-13.0,5.0,61,51,D,PERIODIC,mc9
2024.06.15_09.26.24,--,5G NSA,-114,-13.0,2.0,3243,53,D,PERIODIC,mc9
2024.06.15_09.26.25,--,5G NSA,-110,-12.0,7.0,4,6,D,PERIODIC,mc9
2024.06.15_09.26.26,--,5G NSA,-108,-11.0,7.0,4,6,D,PERIODIC,mc9
2024.06.15_09.26.27,--,5G NSA,-107,-11.0,7.0,5,18,D,PERIODIC,mc9
2024.06.15_09.26.28,--,5G NSA,-105,-11.0,6.0,5748,47,D,PERIODIC,mc9
2024.06.15_09.26.29,--,5G NSA,-104,-11.0,8.0,2506,163,D,PERIODIC,mc9
2024.06.15_09.26.30,--,5G NSA,-106,-11.0,11.0,2460,137,D,PERIODIC,mc9
2024.06.15_09.26.31,--,5G NSA,-103,-11.0,10.0,2537,123,D,PERIODIC,mc9
2024.06.15_09.26.32,--,5G NSA,-110,-11.0,10.0,2528,178,D,PERIODIC,mc9
2024.06.15_09.26.33,--,5G NSA,-108,-11.0,9.0,2510,131,D,PERIODIC,mc9
2024.06.15_09.26.34,--,5G NSA,-110,-11.0,9.0,2515,135,D,PERIODIC,mc9
2024.06.15_09.26.35,--,5G NSA,-104,-11.0,13.0,2564,144,D,PERIODIC,mc9
2024.06.15_09.26.36,--,5G NSA,-107,-11.0,13.0,2523,154,D,PERIODIC,mc9
2024.06.15_09.26.37,--,5G NSA,-110,-11.0,12.0,2511,120,D,PERIODIC,mc9
2024.06.15_09.26.38,--,5G NSA,-108,-11.0,13.0,2474,105,D,PERIODIC,mc9
2024.06.15_09.26.39,--,5G NSA,-105,-11.0,15.0,2458,86,D,PERIODIC,mc9
2024.06.15_09.26.40,--,5G NSA,-115,-11.0,16.0,2730,137,D,PERIODIC,mc9
2024.06.15_09.26.41,--,5G NSA,-112,-12.0,16.0,1179,44,D,PERIODIC,mc9
2024.06.15_09.26.42,--,5G NSA,-110,-11.0,14.0,7,6,D,PERIODIC,mc9
2024.06.15_09.26.43,--,5G NSA,-113,-12.0,14.0,59,42,D,PERIODIC,mc9
2024.06.15_09.26.44,--,5G NSA,-113,-12.0,11.0,15,8,D,PERIODIC,mc9
2024.06.15_09.26.45,--,5G NSA,-114,-12.0,11.0,4,7,D,PERIODIC,mc9
2024.06.15_09.26.46,--,5G NSA,-112,-12.0,12.0,4,6,D,PERIODIC,mc9
2024.06.15_09.26.47,--,5G NSA,-110,-11.0,14.0,4,6,D,PERIODIC,mc9
2024.06.15_09.26.48,--,5G NSA,-108,-11.0,17.0,4,6,D,PERIODIC,mc9
2024.06.15_09.26.49,--,5G NSA,-104,-11.0,23.0,4,6,D,PERIODIC,mc9
2024.06.15_09.26.50,--,5G NSA,-102,-11.0,25.0,4,6,D,PERIODIC,mc9
2024.06.15_09.26.51,--,5G NSA,-101,-11.0,25.0,4,7,D,PERIODIC,mc9
2024.06.15_09.26.52,--,5G NSA,-106,-11.0,23.0,4,5,D,PERIODIC,mc9
2024.06.15_09.26.53,--,5G NSA,-110,-11.0,21.0,9,22,D,PERIODIC,mc9
2024.06.15_09.26.54,--,5G NSA,-113,-11.0,19.0,4,5,D,PERIODIC,mc9
2024.06.15_09.26.55,--,LTE,-340,-20.0,16.0,4,5,D,PERIODIC,mc9
2024.06.15_09.26.56,--,LTE,-340,-20.0,16.0,4,6,D,PERIODIC,mc9
2024.06.15_09.26.57,--,5G NSA,-121,-14.0,9.0,4,5,D,PERIODIC,mc9
2024.06.15_09.26.58,--,LTE,-340,-20.0,6.0,4,5,D,PERIODIC,mc9
2024.06.15_09.27.00,--,LTE,-340,-20.0,5.0,4,6,D,PERIODIC,mc9
2024.06.15_09.27.01,--,5G NSA,-101,-12.0,5.0,7,7,D,PERIODIC,mc9
2024.06.15_09.27.02,--,5G NSA,-106,-11.0,4.0,4,7,D,PERIODIC,mc9
2024.06.15_09.27.03,--,5G NSA,-119,-13.0,6.0,4,5,D,PERIODIC,mc9
2024.06.15_09.27.04,--,LTE,-340,-20.0,2.0,5,9,D,PERIODIC,mc9
2024.06.15_09.27.05,--,LTE,-340,-20.0,2.0,4,5,D,PERIODIC,mc9
2024.06.15_09.27.06,--,5G NSA,-105,-16.0,2.0,4,5,D,PERIODIC,mc9
2024.06.15_09.27.07,--,LTE,-340,-20.0,0.0,7,7,D,PERIODIC,mc9
2024.06.15_09.27.08,--,LTE,-340,-20.0,0.0,4,6,D,PERIODIC,mc9
2024.06.15_09.27.09,--,LTE,-340,-20.0,10.0,5,6,D,PERIODIC,mc9
2024.06.15_09.27.10,--,LTE,-340,-20.0,9.0,4,6,D,PERIODIC,mc9
2024.06.15_09.27.11,--,LTE,-340,-20.0,9.0,4,6,D,PERIODIC,mc9
2024.06.15_09.27.12,--,5G NSA,-103,-16.0,8.0,7,7,D,PERIODIC,mc9
2024.06.15_09.27.13,--,5G NSA,-113,-15.0,7.0,11,30,D,PERIODIC,mc9
2024.06.15_09.27.14,--,5G NSA,-117,-14.0,4.0,4,5,D,PERIODIC,mc9
2024.06.15_09.27.15,--,5G NSA,-120,-15.0,3.0,4,5,D,PERIODIC,mc9
2024.06.15_09.27.16,--,5G NSA,-126,-18.0,3.0,4,9,D,PERIODIC,mc9
2024.06.15_09.27.17,--,LTE,-340,-20.0,1.0,4,5,D,PERIODIC,mc9
2024.06.15_09.27.18,--,LTE,-340,-20.0,1.0,4,6,D,PERIODIC,mc9
2024.06.15_09.27.19,--,5G NSA,-109,-17.0,5.0,7,15,D,PERIODIC,mc9
2024.06.15_09.27.20,--,5G NSA,-111,-19.0,5.0,69,69,D,PERIODIC,mc9
2024.06.15_09.27.21,--,5G NSA,-114,-20.0,4.0,5045,90,D,PERIODIC,mc9
2024.06.15_09.27.22,--,LTE,-340,-20.0,0.0,2151,84,D,PERIODIC,mc9
2024.06.15_09.27.23,--,LTE,-340,-20.0,-1.0,2560,80,D,PERIODIC,mc9
2024.06.15_09.27.24,--,LTE,-340,-20.0,2.0,2903,121,D,PERIODIC,mc9
2024.06.15_09.27.25,--,LTE,-340,-20.0,4.0,2486,96,D,PERIODIC,mc9
2024.06.15_09.27.26,--,LTE,-340,-20.0,4.0,2567,81,D,PERIODIC,mc9
2024.06.15_09.27.27,--,LTE,-340,-20.0,4.0,2555,95,D,PERIODIC,mc9
2024.06.15_09.27.28,--,LTE,-340,-20.0,9.0,2451,149,D,PERIODIC,mc9
2024.06.15_09.27.29,--,LTE,-340,-20.0,10.0,2595,139,D,PERIODIC,mc9
2024.06.15_09.27.30,--,LTE,-340,-20.0,12.0,2515,92,D,PERIODIC,mc9
2024.06.15_09.27.31,--,LTE,-340,-20.0,15.0,2403,98,D,PERIODIC,mc9
2024.06.15_09.27.32,--,5G NSA,-93,-11.0,15.0,774,40,D,PERIODIC,mc9
2024.06.15_09.27.33,--,5G NSA,-94,-11.0,7.0,2847,63,D,PERIODIC,mc9
2024.06.15_09.27.34,--,5G NSA,-93,-11.0,7.0,5225,78,D,PERIODIC,mc9
2024.06.15_09.27.35,--,5G NSA,-92,-11.0,8.0,4,6,D,PERIODIC,mc9
2024.06.15_09.27.36,--,5G NSA,-92,-11.0,8.0,4,6,D,PERIODIC,mc9
2024.06.15_09.27.37,--,5G NSA,1111,1111.0,0.0,4,6,D,PERIODIC,mc9
2024.06.15_09.27.38,--,5G NSA,-106,-11.0,15.0,5,4,D,PERIODIC,mc9
2024.06.15_09.27.39,--,5G NSA,-98,-11.0,21.0,13,26,D,PERIODIC,mc9
2024.06.15_09.27.40,--,5G NSA,-103,-11.0,25.0,27,31,D,PERIODIC,mc9
2024.06.15_09.27.41,--,5G NSA,-103,-11.0,24.0,33,36,D,PERIODIC,mc9
2024.06.15_09.27.42,--,5G NSA,-104,-11.0,24.0,4,5,D,PERIODIC,mc9
2024.06.15_09.27.43,--,5G NSA,-111,-11.0,23.0,6,16,D,PERIODIC,mc9
2024.06.15_09.27.44,--,5G NSA,-111,-11.0,21.0,4,6,D,PERIODIC,mc9
2024.06.15_09.27.45,--,5G NSA,-113,-12.0,17.0,4,7,D,PERIODIC,mc9
2024.06.15_09.27.46,--,5G NSA,-112,-13.0,15.0,4,6,D,PERIODIC,mc9
2024.06.15_09.27.47,--,5G NSA,-107,-12.0,18.0,4,6,D,PERIODIC,mc9
2024.06.15_09.27.48,--,5G NSA,-104,-11.0,18.0,4,6,D,PERIODIC,mc9
2024.06.15_09.27.49,--,5G NSA,-96,-11.0,16.0,4,6,D,PERIODIC,mc9
2024.06.15_09.27.50,--,5G NSA,-94,-11.0,18.0,4,7,D,PERIODIC,mc9
2024.06.15_09.27.51,--,5G NSA,-95,-11.0,24.0,4,5,D,PERIODIC,mc9
2024.06.15_09.27.52,--,5G NSA,-96,-11.0,25.0,4,5,D,PERIODIC,mc9
2024.06.15_09.27.53,--,5G NSA,-109,-11.0,23.0,4,5,D,PERIODIC,mc9
2024.06.15_09.27.54,--,5G NSA,-105,-11.0,23.0,5,5,D,PERIODIC,mc9
2024.06.15_09.27.55,--,5G NSA,-113,-13.0,18.0,5,6,D,PERIODIC,mc9
2024.06.15_09.27.56,--,5G NSA,-110,-14.0,14.0,7,6,D,PERIODIC,mc9
2024.06.15_09.27.57,--,5G NSA,-111,-14.0,11.0,1,5,D,PERIODIC,mc9
2024.06.15_09.27.58,--,5G NSA,-113,-14.0,11.0,4,6,D,PERIODIC,mc9
2024.06.15_09.27.59,--,5G NSA,-111,-14.0,8.0,3,13,D,PERIODIC,mc9
2024.06.15_09.28.00,--,5G NSA,-108,-14.0,10.0,8,7,D,PERIODIC,mc9
2024.06.15_09.28.01,--,5G NSA,-109,-15.0,8.0,1,5,D,PERIODIC,mc9
2024.06.15_09.28.02,--,5G NSA,-109,-14.0,7.0,4,6,D,PERIODIC,mc9
2024.06.15_09.28.03,--,5G NSA,-111,-14.0,7.0,9,7,D,PERIODIC,mc9
2024.06.15_09.28.04,--,5G NSA,-111,-15.0,8.0,4,6,D,PERIODIC,mc9
2024.06.15_09.28.05,--,5G NSA,-112,-17.0,6.0,0,5,D,PERIODIC,mc9
2024.06.15_09.28.06,--,5G NSA,-103,-13.0,1.0,9,7,D,PERIODIC,mc9
2024.06.15_09.28.07,--,5G NSA,-109,-16.0,-2.0,4,5,D,PERIODIC,mc9
2024.06.15_09.28.08,--,5G NSA,-103,-11.0,-2.0,4,5,D,PERIODIC,mc9
2024.06.15_09.28.09,--,5G NSA,-103,-11.0,11.0,4,5,D,PERIODIC,mc9
2024.06.15_09.28.10,--,5G NSA,-103,-11.0,10.0,4,5,D,PERIODIC,mc9
2024.06.15_09.28.11,--,5G NSA,-108,-12.0,10.0,8,9,D,PERIODIC,mc9
2024.06.15_09.28.12,--,5G NSA,-111,-16.0,10.0,4965,136,D,PERIODIC,mc9
2024.06.15_09.28.13,--,5G NSA,-109,-15.0,9.0,2443,148,D,PERIODIC,mc9
