Video,Quality,Video Bytes Downloaded,Loaded Percentage,Eid,Date,Time
pSnB7Uh8dvQ,large,0.0,0.0,mc9,2024-06-15,9:23:54
pSnB7Uh8dvQ,hd1080,0.0122951891,1.2,mc9,2024-06-15,9:23:55
pSnB7Uh8dvQ,hd1080,0.0122951891,1.2,mc9,2024-06-15,9:23:56
pSnB7Uh8dvQ,hd1080,0.01495580645,1.5,mc9,2024-06-15,9:23:57
pSnB7Uh8dvQ,hd1080,0.01650396043,1.7,mc9,2024-06-15,9:23:58
pSnB7Uh8dvQ,hd1080,0.01732886799,1.7,mc9,2024-06-15,9:23:59
pSnB7Uh8dvQ,hd1080,0.02091024483,2.1,mc9,2024-06-15,9:24:00
pSnB7Uh8dvQ,hd1080,0.02260653362,2.3,mc9,2024-06-15,9:24:01
pSnB7Uh8dvQ,hd1080,0.02449452627,2.4,mc9,2024-06-15,9:24:02
pSnB7Uh8dvQ,hd1080,0.0252206773,2.5,mc9,2024-06-15,9:24:03
pSnB7Uh8dvQ,hd1080,,0.0,mc9,2024-06-15,9:24:04
pSnB7Uh8dvQ,hd1080,,0.0,mc9,2024-06-15,9:24:05
pSnB7Uh8dvQ,hd1080,,0.0,mc9,2024-06-15,9:24:06
pSnB7Uh8dvQ,hd1080,,0.0,mc9,2024-06-15,9:24:07
pSnB7Uh8dvQ,medium,,0.0,mc9,2024-06-15,9:24:08
pSnB7Uh8dvQ,medium,0.04308399244,4.3,mc9,2024-06-15,9:24:09
pSnB7Uh8dvQ,medium,0.0528608898,5.3,mc9,2024-06-15,9:24:10
pSnB7Uh8dvQ,medium,0.06477267116,6.5,mc9,2024-06-15,9:24:11
pSnB7Uh8dvQ,medium,0.06477267116,6.5,mc9,2024-06-15,9:24:12
pSnB7Uh8dvQ,medium,0.06477267116,6.5,mc9,2024-06-15,9:24:13
pSnB7Uh8dvQ,large,0.0958490303,9.6,mc9,2024-06-15,9:24:14
pSnB7Uh8dvQ,large,0.0958490303,9.6,mc9,2024-06-15,9:24:15
pSnB7Uh8dvQ,large,0.0958490303,9.6,mc9,2024-06-15,9:24:16
pSnB7Uh8dvQ,large,0.0958490303,9.6,mc9,2024-06-15,9:24:17
pSnB7Uh8dvQ,large,0.0958490303,9.6,mc9,2024-06-15,9:24:18
pSnB7Uh8dvQ,large,0.0958490303,9.6,mc9,2024-06-15,9:24:19
pSnB7Uh8dvQ,large,0.0958490303,9.6,mc9,2024-06-15,9:24:20
pSnB7Uh8dvQ,large,0.1004005449,10.0,mc9,2024-06-15,9:24:21
pSnB7Uh8dvQ,large,0.1741629657,17.4,mc9,2024-06-15,9:24:22
pSnB7Uh8dvQ,large,0.1741629657,17.4,mc9,2024-06-15,9:24:23
pSnB7Uh8dvQ,large,0.1945097174,19.5,mc9,2024-06-15,9:24:24
pSnB7Uh8dvQ,large,0.1945097174,19.5,mc9,2024-06-15,9:24:25
pSnB7Uh8dvQ,large,0.1945097174,19.5,mc9,2024-06-15,9:24:26
