Video,Quality,Video Bytes Downloaded,Loaded Percentage,Eid,Date,Time
CHSnz0bCaUk,large,0.01435345907,1.4,mc8,2024-06-15,9:05:00
CHSnz0bCaUk,large,0.0187032186,1.9,mc8,2024-06-15,9:05:01
CHSnz0bCaUk,large,0.0374064372,3.7,mc8,2024-06-15,9:05:02
CHSnz0bCaUk,large,0.0374064372,3.7,mc8,2024-06-15,9:05:03
CHSnz0bCaUk,large,0.0374064372,3.7,mc8,2024-06-15,9:05:04
CHSnz0bCaUk,large,0.06069110355,6.1,mc8,2024-06-15,9:05:05
CHSnz0bCaUk,large,0.07481287439,7.5,mc8,2024-06-15,9:05:06
CHSnz0bCaUk,large,0.07481287439,7.5,mc8,2024-06-15,9:05:07
CHSnz0bCaUk,large,0.07481287439,7.5,mc8,2024-06-15,9:05:08
CHSnz0bCaUk,large,0.07481287439,7.5,mc8,2024-06-15,9:05:09
CHSnz0bCaUk,large,0.07481287439,7.5,mc8,2024-06-15,9:05:10
CHSnz0bCaUk,large,0.1101677497,11.0,mc8,2024-06-15,9:05:11
CHSnz0bCaUk,large,0.1496257488,15.0,mc8,2024-06-15,9:05:12
CHSnz0bCaUk,large,0.1496257488,15.0,mc8,2024-06-15,9:05:13
CHSnz0bCaUk,large,0.1496257488,15.0,mc8,2024-06-15,9:05:14
CHSnz0bCaUk,large,0.1496257488,15.0,mc8,2024-06-15,9:05:15
CHSnz0bCaUk,large,0.1496257488,15.0,mc8,2024-06-15,9:05:16
CHSnz0bCaUk,large,0.1496257488,15.0,mc8,2024-06-15,9:05:17
CHSnz0bCaUk,large,0.1496257488,15.0,mc8,2024-06-15,9:05:18
CHSnz0bCaUk,large,0.1862511725,18.6,mc8,2024-06-15,9:05:19
CHSnz0bCaUk,large,0.1862511725,18.6,mc8,2024-06-15,9:05:20
CHSnz0bCaUk,large,0.2244386232,22.4,mc8,2024-06-15,9:05:21
CHSnz0bCaUk,large,0.2244386232,22.4,mc8,2024-06-15,9:05:22
CHSnz0bCaUk,large,0.2244386232,22.4,mc8,2024-06-15,9:05:23
CHSnz0bCaUk,large,0.2244386232,22.4,mc8,2024-06-15,9:05:24
