Video,Quality,Status,TimeStall,Eid,Date,Time,Category
Baur2Ypgd60,"unknown,",3,0.0,mcar2,2024-06-14,18:51:49,buffering
Baur2Ypgd60,"unknown,",-1,0.0,mcar2,2024-06-14,18:51:49,unstarted
Baur2Ypgd60,"hd1080,",1,0.04237911444,mcar2,2024-06-14,18:51:51,playing
