Video,Quality,Status,TimeStall,Eid,Date,Time,Category
9jrP7460a4o,"unknown,",3,0.0,mcar,2024-06-14,18:45:28,buffering
9jrP7460a4o,"unknown,",-1,0.0,mcar,2024-06-14,18:45:28,unstarted
9jrP7460a4o,"large,",1,0.04610402098,mcar,2024-06-14,18:45:30,playing
9jrP7460a4o,"medium,",3,59.125147,mcar,2024-06-14,18:46:30,buffering
9jrP7460a4o,"tiny,",1,59.71025019,mcar,2024-06-14,18:46:33,playing
9jrP7460a4o,"medium,",0,302.181,mcar,2024-06-14,18:50:36,ended
